Date,Close
2024-10-16,148.19
2024-10-17,148.64
2024-10-18,144.95
2024-10-21,148.97
2024-10-22,148.07
2024-10-23,146.11
2024-10-24,150.23
2024-10-25,149.4
2024-10-28,149.5
2024-10-29,148.98
2024-10-30,151.61
2024-10-31,157.24
2024-11-01,154.96
2024-11-04,152.48
2024-11-05,145.98
2024-11-06,149.34
2024-11-07,150.03
2024-11-08,148.96
2024-11-11,151.55
2024-11-12,150.6
2024-11-13,146.42
2024-11-14,147.72
2024-11-15,152.13
2024-11-18,155.82
2024-11-19,159.09
2024-11-20,162.35
2024-11-21,165.34
2024-11-22,159.26
2024-11-25,155.3
2024-11-26,158.08
2024-11-27,154.76
2024-11-28,156.67
2024-11-29,161.43
2024-12-02,162.0
2024-12-03,166.6
2024-12-04,171.09
2024-12-05,167.14
2024-12-06,170.3
2024-12-09,166.24
2024-12-10,169.6
2024-12-11,163.11
2024-12-12,164.67
2024-12-13,161.68
2024-12-16,158.61
2024-12-17,156.35
2024-12-18,154.72
2024-12-19,158.37
2024-12-20,158.2
2024-12-23,156.21
2024-12-24,156.62
2024-12-25,155.27
2024-12-26,159.93
2024-12-27,161.61
