Date,Close
2024-09-23,195.85
2024-09-24,203.11
2024-09-25,210.69
2024-09-26,211.4
2024-09-27,212.69
2024-09-30,206.41
2024-10-01,206.69
2024-10-02,208.15
2024-10-03,209.23
2024-10-04,209.04
2024-10-07,207.06
2024-10-08,211.44
2024-10-09,213.02
2024-10-10,207.93
2024-10-11,216.59
2024-10-14,221.08
2024-10-15,225.58
2024-10-16,226.06
2024-10-17,234.54
2024-10-18,237.34
2024-10-21,246.81
2024-10-22,247.71
2024-10-23,248.27
2024-10-24,248.77
2024-10-25,242.98
2024-10-28,247.88
2024-10-29,244.61
2024-10-30,243.42
2024-10-31,236.42
2024-11-01,235.64
2024-11-04,232.45
2024-11-05,234.29
2024-11-06,237.24
2024-11-07,239.93
2024-11-08,237.85
2024-11-11,237.03
2024-11-12,236.39
2024-11-13,234.53
2024-11-14,235.94
2024-11-15,228.94
2024-11-18,224.5
2024-11-19,223.08
2024-11-20,219.47
2024-11-21,224.75
2024-11-22,226.46
2024-11-25,227.86
2024-11-26,227.76
2024-11-27,214.96
2024-11-28,219.41
2024-11-29,214.41
2024-12-02,222.5
2024-12-03,229.13
2024-12-04,227.81
2024-12-05,225.64
2024-12-06,230.21
2024-12-09,226.66
2024-12-10,226.69
2024-12-11,231.11
2024-12-12,232.02
2024-12-13,229.61
2024-12-16,221.58
2024-12-17,228.97
2024-12-18,221.86
2024-12-19,219.4
2024-12-20,220.29
2024-12-23,221.54
2024-12-24,214.65
2024-12-25,214.17
2024-12-26,212.61
2024-12-27,210.28
