Date,Close
2024-07-31,74.1
2024-08-01,74.37
2024-08-02,75.74
2024-08-05,74.71
2024-08-06,74.02
2024-08-07,72.25
2024-08-08,71.69
2024-08-09,71.04
2024-08-12,72.6
2024-08-13,72.98
2024-08-14,71.47
2024-08-15,71.64
2024-08-16,73.23
2024-08-19,76.18
2024-08-20,73.07
2024-08-21,72.91
2024-08-22,72.38
2024-08-23,71.6
2024-08-26,68.99
2024-08-27,68.57
2024-08-28,67.45
2024-08-29,66.86
2024-08-30,66.27
2024-09-02,66.66
2024-09-03,65.94
2024-09-04,66.99
2024-09-05,68.55
2024-09-06,70.46
2024-09-09,69.47
2024-09-10,71.75
2024-09-11,70.53
2024-09-12,68.82
2024-09-13,70.29
2024-09-16,70.38
2024-09-17,68.34
2024-09-18,67.72
2024-09-19,67.93
2024-09-20,68.04
2024-09-23,68.33
2024-09-24,67.79
2024-09-25,67.63
2024-09-26,65.04
2024-09-27,67.03
2024-09-30,67.06
2024-10-01,66.35
2024-10-02,66.47
2024-10-03,68.14
2024-10-04,69.34
2024-10-07,67.95
2024-10-08,67.91
2024-10-09,67.58
2024-10-10,68.46
2024-10-11,66.6
2024-10-14,67.25
2024-10-15,66.57
2024-10-16,66.4
2024-10-17,67.67
2024-10-18,65.48
2024-10-21,66.18
2024-10-22,65.88
2024-10-23,62.61
2024-10-24,62.97
2024-10-25,63.15
2024-10-28,64.99
2024-10-29,66.33
2024-10-30,67.27
2024-10-31,68.1
2024-11-01,67.79
2024-11-04,69.74
2024-11-05,67.83
2024-11-06,65.36
2024-11-07,64.41
2024-11-08,65.72
2024-11-11,65.15
2024-11-12,63.67
2024-11-13,63.23
2024-11-14,63.96
2024-11-15,63.54
2024-11-18,64.95
2024-11-19,65.8
2024-11-20,67.7
2024-11-21,68.57
2024-11-22,68.84
2024-11-25,66.15
2024-11-26,70.2
2024-11-27,70.51
2024-11-28,68.27
2024-11-29,67.51
2024-12-02,65.92
2024-12-03,67.06
2024-12-04,67.5
2024-12-05,67.34
2024-12-06,67.31
2024-12-09,66.16
2024-12-10,66.12
2024-12-11,65.78
2024-12-12,66.61
2024-12-13,64.55
2024-12-16,65.13
2024-12-17,65.33
2024-12-18,64.9
2024-12-19,65.27
2024-12-20,65.76
2024-12-23,67.06
2024-12-24,65.61
2024-12-25,65.86
2024-12-26,65.44
2024-12-27,64.83
